locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Szczecin Centrum,,3,55,720000,13091,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-3-pokojowe-55-m2-o3k4f0,https://s2.adresowa.pl/oi/69/42/39718c_4507_cover-3-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Golęcino,ul. Światowida,3,129,680000,5271,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-szczecin-golecino-ul-swiatowida-3-pokojowe-r9x2b8,https://s2.adresowa.pl/oi/55/6e/396f36_66cc_cover-3-pokojowe-mieszkanie-szczecin-golecino-ul-swiatowida.jpg
Szczecin Gumieńce,ul. Ostrobramska,5,115,1190000,10348,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-ostrobramska-5-pokojowe-u2l5q7,https://s2.adresowa.pl/oi/31/64/396ae8_d49d_cover-5-pokojowe-mieszkanie-szczecin-gumience-ul-ostrobramska.jpg
Szczecin Podjuchy,ul. Ruda,4,91,949000,10373,Oferta biura nieruchomości,ponad miesiąc temu,26,https://adresowo.pl/o/mieszkanie-szczecin-podjuchy-ul-ruda-4-pokojowe-d9e3o7,https://s2.adresowa.pl/oi/60/47/3831b8_eb65_cover-4-pokojowe-mieszkanie-szczecin-podjuchy-ul-ruda.jpg
Szczecin Niebuszewo,ul. Łucznicza,2,36,449900,12428,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-lucznicza-2-pokojowe-f3k1u7,https://s2.adresowa.pl/oi/74/16/381d12_2dda_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo-ul-lucznicza.jpg
Szczecin Bukowe,ul. Seledynowa,3,63,679000,10761,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-ul-seledynowa-3-pokojowe-p8x0r6,https://s2.adresowa.pl/oi/1b/7a/3965e6_f137_cover-3-pokojowe-mieszkanie-szczecin-bukowe-ul-seledynowa.jpg
Szczecin Niebuszewo,ul. Kazimierza Królewicza,1,23,310000,13288,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-kazimierza-krolewicza-1-pokoj-y5u6x3,https://s2.adresowa.pl/oi/1f/54/3965ac_7663_cover-1-pokojowe-mieszkanie-szczecin-niebuszewo-ul-kazimierza-krolewicza.jpg
Szczecin Centrum,pl. Lotników,1,27,270000,10000,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-pl-lotnikow-1-pokoj-k9a0p7,https://s2.adresowa.pl/oi/72/52/395fce_2bb9_cover-1-pokojowe-mieszkanie-szczecin-centrum-pl-lotnikow.jpg
Szczecin,,3,58,619000,10607,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-3-pokojowe-58-m2-y9w2a4,https://s2.adresowa.pl/oi/25/1b/380150_dbcf_cover-3-pokojowe-mieszkanie-szczecin.jpg
Szczecin Centrum,,1,30,571144,18800,Oferta biura nieruchomości,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-szczecin-centrum-1-pokoj-30-m2-q2i8g3,https://s2.adresowa.pl/oi/29/79/37ed2e_6838_cover-1-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Centrum,al. Wyzwolenia,1,25,310000,12400,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wyzwolenia-1-pokoj-k7g8s0,https://s2.adresowa.pl/oi/76/20/395ae0_a80a_cover-1-pokojowe-mieszkanie-szczecin-centrum-al-wyzwolenia.jpg
Szczecin Centrum,pl. Grunwaldzki,2,32,380000,11875,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-pl-grunwaldzki-2-pokojowe-n0o6p6,https://s2.adresowa.pl/oi/11/63/395860_9c9e_cover-2-pokojowe-mieszkanie-szczecin-centrum-pl-grunwaldzki.jpg
Szczecin Centrum,ul. św. Wojciecha,2,35,430000,12286,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-sw-wojciecha-2-pokojowe-m0a5b0,https://s2.adresowa.pl/oi/67/45/3957de_b675_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-sw-wojciecha.jpg
Szczecin,ul. 26 Kwietnia,3,58,549000,9548,Oferta biura nieruchomości,ponad miesiąc temu,46,https://adresowo.pl/o/mieszkanie-szczecin-ul-26-kwietnia-3-pokojowe-v7z5k1,https://s2.adresowa.pl/oi/6a/32/37ed1e_de14_cover-3-pokojowe-mieszkanie-szczecin-ul-26-kwietnia.jpg
Szczecin Centrum,,2,50,827475,16500,Oferta biura nieruchomości,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-szczecin-centrum-2-pokojowe-50-m2-y0k8n3,https://s2.adresowa.pl/oi/32/49/37ed20_a2fe_cover-2-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Bukowe,ul. Romantyczna,4,74,850000,11502,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-ul-romantyczna-4-pokojowe-a2c8b6,https://s2.adresowa.pl/oi/4a/19/3955da_89e6_cover-4-pokojowe-mieszkanie-szczecin-bukowe-ul-romantyczna.jpg
Szczecin Centrum,ul. Bohaterów Getta Warszawskiego,7,84,690000,8239,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-bohaterow-getta-warszawskiego-7-pokojowe-c8x2p3,https://s2.adresowa.pl/oi/1e/13/394aa2_bed4_cover-7-pokojowe-mieszkanie-szczecin-centrum-ul-bohaterow-getta-warszawskiego.jpg
Szczecin Śródmieście,ul. ks. Jana Długosza,3,60,450000,7483,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-ks-jana-dlugosza-3-pokojowe-d5j2a5,https://s2.adresowa.pl/oi/26/1c/39499c_639b_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-ul-ks-jana-dlugosza.jpg
Szczecin Śródmieście,al. Wyzwolenia,1,34,270000,7941,Oferta biura nieruchomości,ponad miesiąc temu,49,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-al-wyzwolenia-1-pokoj-q9z5k7,https://s2.adresowa.pl/oi/53/37/37ebf6_6617_cover-1-pokojowe-mieszkanie-szczecin-srodmiescie-al-wyzwolenia.jpg
Szczecin,ul. Majora Władysława Raginisa,3,64,799000,12479,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-ul-majora-wladyslawa-raginisa-3-pokojowe-y1y4f5,https://s2.adresowa.pl/oi/39/7b/37eaca_e15f_cover-3-pokojowe-mieszkanie-szczecin-ul-majora-wladyslawa-raginisa.jpg
Szczecin Śródmieście,ul. Herbowa,3,65,759000,11677,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-herbowa-3-pokojowe-s7s3v5,https://s2.adresowa.pl/oi/12/36/394914_29e3_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-ul-herbowa.jpg
Szczecin Niebuszewo,ul. Czcibora,4,95,799000,8411,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-czcibora-4-pokojowe-c7l0z7,https://s2.adresowa.pl/oi/7a/75/393072_9592_cover-4-pokojowe-mieszkanie-szczecin-niebuszewo-ul-czcibora.jpg
Szczecin Śródmieście,ul. Śląska,3,75,745000,9933,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-slaska-3-pokojowe-o5x3p2,https://s2.adresowa.pl/oi/7f/27/394064_47f5_cover-3-pokojowe-mieszkanie-szczecin-srodmiescie-ul-slaska.jpg
Szczecin Centrum,ul. Jagiellońska,6,130,1050000,8077,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-jagiellonska-6-pokojowe-z6v8d0,https://s2.adresowa.pl/oi/5d/56/37e642_a1e6_cover-6-pokojowe-mieszkanie-szczecin-centrum-ul-jagiellonska.jpg
Szczecin,ul. Władysława Łokietka,4,108,719000,6688,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-szczecin-ul-wladyslawa-lokietka-4-pokojowe-m8e3a2,https://s2.adresowa.pl/oi/23/6e/37cea0_9980_cover-4-pokojowe-mieszkanie-szczecin-ul-wladyslawa-lokietka.jpg
Szczecin Gumieńce,ul. Polskich Marynarzy,4,81,929000,11469,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-polskich-marynarzy-4-pokojowe-o1u4t7,https://s2.adresowa.pl/oi/30/58/393b74_6d75_cover-4-pokojowe-mieszkanie-szczecin-gumience-ul-polskich-marynarzy.jpg
Szczecin Warszewo,ul. Jaworzynki,3,72,899000,12486,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-jaworzynki-3-pokojowe-e1v4o4,https://s2.adresowa.pl/oi/1e/1f/39385a_b84f_cover-3-pokojowe-mieszkanie-szczecin-warszewo-ul-jaworzynki.jpg
Szczecin,ul. Kaszubska,2,48,400000,8333,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-ul-kaszubska-2-pokojowe-t9u9q4,https://s2.adresowa.pl/oi/66/5f/3935ce_d33f_cover-2-pokojowe-mieszkanie-szczecin-ul-kaszubska.jpg
Szczecin Gumieńce,ul. gen. Stanisława Kopańskiego,3,73,799000,10996,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-gen-stanislawa-kopanskiego-3-pokojowe-o3o6m3,https://s2.adresowa.pl/oi/4a/32/37cdee_b4a8_cover-3-pokojowe-mieszkanie-szczecin-gumience-ul-gen-stanislawa-kopanskiego.jpg
Szczecin Grabowo,ul. Parkowa,3,72,625000,8681,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-grabowo-ul-parkowa-3-pokojowe-g9w1w0,https://s2.adresowa.pl/oi/11/14/37cde6_75ea_cover-3-pokojowe-mieszkanie-szczecin-grabowo-ul-parkowa.jpg
Szczecin Warszewo,ul. Duńska,2,48,629000,13104,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-dunska-2-pokojowe-u3g5v1,https://s2.adresowa.pl/oi/79/4a/39330a_79a3_cover-2-pokojowe-mieszkanie-szczecin-warszewo-ul-dunska.jpg
Szczecin Podjuchy,ul. Floriana Szarego,2,42,400000,9524,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-szczecin-podjuchy-ul-floriana-szarego-2-pokojowe-x3f6e5,https://s2.adresowa.pl/oi/5b/63/3932e2_5799_cover-2-pokojowe-mieszkanie-szczecin-podjuchy-ul-floriana-szarego.jpg
Szczecin Gumieńce,,2,48,570000,12000,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-gumience-2-pokojowe-47-m2-u7a1c5,https://s2.adresowa.pl/oi/3c/62/392bf6_d9e3_cover-2-pokojowe-mieszkanie-szczecin-gumience.jpg
Szczecin Centrum,al. Wyzwolenia,3,63,1750000,27778,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wyzwolenia-3-pokojowe-q4t6c8,https://s2.adresowa.pl/oi/6e/28/37cdda_58bc_cover-3-pokojowe-mieszkanie-szczecin-centrum-al-wyzwolenia.jpg
Szczecin Centrum,ul. Mieczysława Niedziałkowskiego,4,89,2550000,28652,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-mieczyslawa-niedzialkowskiego-4-pokojowe-t4k8e9,https://s2.adresowa.pl/oi/71/2d/37cdca_c153_cover-4-pokojowe-mieszkanie-szczecin-centrum-ul-mieczyslawa-niedzialkowskiego.jpg
Szczecin Podjuchy,ul. Mariana Falskiego,3,67,658000,9865,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-podjuchy-ul-mariana-falskiego-3-pokojowe-l6e2p7,https://s2.adresowa.pl/oi/43/1c/392230_9c76_cover-3-pokojowe-mieszkanie-szczecin-podjuchy-ul-mariana-falskiego.jpg
Szczecin Centrum,al. Papieża Jana Pawła II,1,28,349000,12464,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-papieza-jana-pawla-ii-1-pokoj-y0e3v5,https://s2.adresowa.pl/oi/2b/51/391b80_df7c_cover-1-pokojowe-mieszkanie-szczecin-centrum-al-papieza-jana-pawla-ii.jpg
Szczecin Bukowe,ul. Fioletowa,2,50,489000,9839,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-ul-fioletowa-2-pokojowe-t3c7t1,https://s2.adresowa.pl/oi/65/4f/391856_b6e0_cover-2-pokojowe-mieszkanie-szczecin-bukowe-ul-fioletowa.jpg
Szczecin Śródmieście,,4,78,494000,6345,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-4-pokojowe-77-m2-m6m8g3,https://s2.adresowa.pl/oi/70/30/37cdc4_9826_cover-4-pokojowe-mieszkanie-szczecin-srodmiescie.jpg
Szczecin Pomorzany,ul. Legnicka,2,49,429000,8845,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-ul-legnicka-2-pokojowe-v7q9x8,https://s2.adresowa.pl/oi/5b/3d/37cdc2_e601_cover-2-pokojowe-mieszkanie-szczecin-pomorzany-ul-legnicka.jpg
Szczecin Śródmieście,ul. Kazimierza Królewicza,2,36,429000,11917,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-kazimierza-krolewicza-2-pokojowe-k7o7p7,https://s2.adresowa.pl/oi/5e/16/391764_f6a3_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie-ul-kazimierza-krolewicza.jpg
Szczecin Dąbie,ul. Pomorska,2,47,470000,10000,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-dabie-ul-pomorska-2-pokojowe-v1y8i5,https://s2.adresowa.pl/oi/6a/14/391492_87a3_cover-2-pokojowe-mieszkanie-szczecin-dabie-ul-pomorska.jpg
Szczecin Zdroje,ul. Grabowa,2,40,460000,11397,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-zdroje-ul-grabowa-2-pokojowe-r5r5d6,https://s2.adresowa.pl/oi/58/2b/391164_ea09_cover-2-pokojowe-mieszkanie-szczecin-zdroje-ul-grabowa.jpg
Szczecin Niemierzyn,ul. Arkońska,3,64,630000,9816,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-niemierzyn-ul-arkonska-3-pokojowe-r4j0p3,https://s2.adresowa.pl/oi/58/2c/37cdb8_3246_cover-3-pokojowe-mieszkanie-szczecin-niemierzyn-ul-arkonska.jpg
Szczecin Niebuszewo,,2,46,364000,7913,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-2-pokojowe-46-m2-z6g3x5,https://s2.adresowa.pl/oi/1c/7f/37cdb4_fc30_cover-2-pokojowe-mieszkanie-szczecin-niebuszewo.jpg
Szczecin Warszewo,ul. Maciejkowa,3,78,1050000,13415,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-maciejkowa-3-pokojowe-v1t1c2,https://s2.adresowa.pl/oi/68/59/390f74_3fb8_cover-3-pokojowe-mieszkanie-szczecin-warszewo-ul-maciejkowa.jpg
Szczecin Centrum,al. Wyzwolenia,2,38,330000,8739,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wyzwolenia-2-pokojowe-a7m5f5,https://s2.adresowa.pl/oi/49/42/38fb64_79ac_cover-2-pokojowe-mieszkanie-szczecin-centrum-al-wyzwolenia.jpg
Szczecin Gumieńce,ul. Bronowicka,3,60,539500,8992,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-bronowicka-3-pokojowe-i5i0z4,https://s2.adresowa.pl/oi/37/77/390670_c89a_cover-3-pokojowe-mieszkanie-szczecin-gumience-ul-bronowicka.jpg
Szczecin Centrum,al. Wyzwolenia,1,35,600000,16954,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-wyzwolenia-1-pokoj-l4t0f1,https://s2.adresowa.pl/oi/3b/40/37cdb0_cde4_cover-1-pokojowe-mieszkanie-szczecin-centrum-al-wyzwolenia.jpg
Szczecin Grabowo,,3,58,539000,9293,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-grabowo-3-pokojowe-58-m2-d3r5c5,https://s2.adresowa.pl/oi/56/28/37cda2_e637_cover-3-pokojowe-mieszkanie-szczecin-grabowo.jpg
Szczecin Centrum,ul. Odzieżowa,3,48,495000,10313,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-odziezowa-3-pokojowe-m0n2q5,https://s2.adresowa.pl/oi/21/44/390646_99d3_cover-3-pokojowe-mieszkanie-szczecin-centrum-ul-odziezowa.jpg
Szczecin Pomorzany,ul. Budziszyńska,2,47,550000,11677,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-szczecin-pomorzany-ul-budziszynska-2-pokojowe-j8m6o1,https://s2.adresowa.pl/oi/4e/69/38fc8a_3c05_cover-2-pokojowe-mieszkanie-szczecin-pomorzany-ul-budziszynska.jpg
Szczecin Grabowo,ul. Rugiańska,2,38,419000,11173,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-grabowo-ul-rugianska-2-pokojowe-h9b5x2,https://s2.adresowa.pl/oi/76/7b/38f7f0_d261_cover-2-pokojowe-mieszkanie-szczecin-grabowo-ul-rugianska.jpg
Szczecin Centrum,,2,38,445000,11711,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-centrum-2-pokojowe-38-m2-l1l0q8,https://s2.adresowa.pl/oi/3e/1b/37cda4_7949_cover-2-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Bukowo,,1,37,425000,11486,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-bukowo-1-pokoj-37-m2-t2o1n0,https://s2.adresowa.pl/oi/33/3a/37cd94_f276_cover-1-pokojowe-mieszkanie-szczecin-bukowo.jpg
Szczecin Bukowe,ul. Seledynowa,3,63,679000,10761,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-ul-seledynowa-3-pokojowe-p8x0r6,https://s2.adresowa.pl/oi/1b/7a/3965e6_f137_cover-3-pokojowe-mieszkanie-szczecin-bukowe-ul-seledynowa.jpg
Szczecin Turzyn,ul. Bolesława Śmiałego,4,134,1230500,9200,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-szczecin-turzyn-ul-boleslawa-smialego-4-pokojowe-w4r5u2,https://s2.adresowa.pl/oi/30/51/38f4f4_bd43_cover-4-pokojowe-mieszkanie-szczecin-turzyn-ul-boleslawa-smialego.jpg
Szczecin Śródmieście,ul. Rugiańska,4,64,584685,9150,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-rugianska-4-pokojowe-j2i7m8,https://s2.adresowa.pl/oi/38/44/38e87c_e20d_cover-4-pokojowe-mieszkanie-szczecin-srodmiescie-ul-rugianska.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/szczecin/centrum-U/,
Szczecin Niebuszewo,,3,65,740000,11385,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-3-pokojowe-65-m2-w1b8p7,https://s2.adresowa.pl/oi/35/3c/38d89a_c40f_cover-3-pokojowe-mieszkanie-szczecin-niebuszewo.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Szczecin Centrum,,1,28,460000,16243,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-centrum-1-pokoj-28-m2-h5q5s7,https://s2.adresowa.pl/oi/53/29/37cd90_5378_cover-1-pokojowe-mieszkanie-szczecin-centrum.jpg
Szczecin Centrum,al. Papieża Jana Pawła II,2,43,475000,11021,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-centrum-al-papieza-jana-pawla-ii-2-pokojowe-d4x8q2,https://s2.adresowa.pl/oi/79/2c/37b500_d705_cover-2-pokojowe-mieszkanie-szczecin-centrum-al-papieza-jana-pawla-ii.jpg
Szczecin Dąbie,ul. Szybowcowa,3,67,699000,10408,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-szczecin-dabie-ul-szybowcowa-3-pokojowe-c9g9d6,https://s2.adresowa.pl/oi/38/77/38d7de_b444_cover-3-pokojowe-mieszkanie-szczecin-dabie-ul-szybowcowa.jpg
Szczecin Płonia,ul. Przyszłości,2,42,450000,10608,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-plonia-ul-przyszlosci-2-pokojowe-w0p4w0,https://s2.adresowa.pl/oi/60/50/38cf9c_d8f7_cover-2-pokojowe-mieszkanie-szczecin-plonia-ul-przyszlosci.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Szczecin Warszewo,ul. ks. bp. Władysława Bandurskiego,3,54,599000,11093,Bez pośredników,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-szczecin-warszewo-ul-ks-bp-wladyslawa-bandurskiego-3-pokojowe-u6h6t9,https://s2.adresowa.pl/oi/2c/72/38cf4e_fff3_cover-3-pokojowe-mieszkanie-szczecin-warszewo-ul-ks-bp-wladyslawa-bandurskiego.jpg
Szczecin Centrum,ul. Ofiar Oświęcimia,1,30,299000,10122,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-ofiar-oswiecimia-1-pokoj-t5f4s2,https://s2.adresowa.pl/oi/22/55/37a486_6d9e_cover-1-pokojowe-mieszkanie-szczecin-centrum-ul-ofiar-oswiecimia.jpg
Szczecin Turzyn,ul. ks. Piotra Ściegiennego,3,64,498000,7793,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-turzyn-ul-ks-piotra-sciegiennego-3-pokojowe-h2m1k4,https://s2.adresowa.pl/oi/11/22/379aa8_ac6e_cover-3-pokojowe-mieszkanie-szczecin-turzyn-ul-ks-piotra-sciegiennego.jpg
Szczecin Majowe,ul. Jerzego Andrzejewskiego,1,33,360000,10876,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-majowe-ul-jerzego-andrzejewskiego-1-pokoj-k3p4l9,https://s2.adresowa.pl/oi/1f/7b/38cd1a_44f4_cover-1-pokojowe-mieszkanie-szczecin-majowe-ul-jerzego-andrzejewskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Szczecin Niebuszewo,ul. Juliana Ursyna Niemcewicza,1,32,345000,10781,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-szczecin-niebuszewo-ul-juliana-ursyna-niemcewicza-1-pokoj-m7d5k0,https://s2.adresowa.pl/oi/32/71/38cbfc_618d_cover-1-pokojowe-mieszkanie-szczecin-niebuszewo-ul-juliana-ursyna-niemcewicza.jpg
Szczecin Śródmieście,ul. Mieczysława Niedziałkowskiego,2,53,896541,16855,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-szczecin-srodmiescie-ul-mieczyslawa-niedzialkowskiego-2-pokojowe-v7t6h3,https://s2.adresowa.pl/oi/22/71/38cbf6_2a46_cover-2-pokojowe-mieszkanie-szczecin-srodmiescie-ul-mieczyslawa-niedzialkowskiego.jpg
Szczecin,ul. Jagiellońska,3,118,605000,5127,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-szczecin-ul-jagiellonska-3-pokojowe-j9r1y2,https://s2.adresowa.pl/oi/60/66/378cfa_6984_cover-3-pokojowe-mieszkanie-szczecin-ul-jagiellonska.jpg
Szczecin,ul. Bolesława Śmiałego,2,48,439000,9108,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-szczecin-ul-boleslawa-smialego-2-pokojowe-u9e8b8,https://s2.adresowa.pl/oi/75/17/375f12_5ee1_cover-2-pokojowe-mieszkanie-szczecin-ul-boleslawa-smialego.jpg
Szczecin Majowe,ul. Kazimierza Wierzyńskiego,2,50,489000,9827,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-szczecin-majowe-ul-kazimierza-wierzynskiego-2-pokojowe-d3j8a9,https://s2.adresowa.pl/oi/7d/13/38cb4a_f934_cover-2-pokojowe-mieszkanie-szczecin-majowe-ul-kazimierza-wierzynskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Szczecin Gumieńce,ul. Bronowicka,2,49,435000,8861,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-gumience-ul-bronowicka-2-pokojowe-t6c8j5,https://s2.adresowa.pl/oi/65/65/38c1ec_5e13_cover-2-pokojowe-mieszkanie-szczecin-gumience-ul-bronowicka.jpg
Szczecin Gumieńce,,2,30,300000,10000,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-szczecin-gumience-2-pokojowe-30-m2-s0o0b9,https://s2.adresowa.pl/oi/21/5f/38c17e_7b7f_cover-2-pokojowe-mieszkanie-szczecin-gumience.jpg
Szczecin Bukowe,,1,35,404900,11569,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-szczecin-bukowe-1-pokoj-35-m2-b0t6r8,https://s2.adresowa.pl/oi/69/26/3737cc_e4ee_cover-1-pokojowe-mieszkanie-szczecin-bukowe.jpg
Szczecin Centrum,ul. Ofiar Oświęcimia,2,36,395000,11096,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-ofiar-oswiecimia-2-pokojowe-f3b6r5,https://s2.adresowa.pl/oi/3f/3c/36dc80_99a2_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-ofiar-oswiecimia.jpg
Szczecin Centrum,ul. Władysława Łokietka,2,63,495000,7857,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-szczecin-centrum-ul-wladyslawa-lokietka-2-pokojowe-p6o1j9,https://s2.adresowa.pl/oi/7c/40/38c010_2eea_cover-2-pokojowe-mieszkanie-szczecin-centrum-ul-wladyslawa-lokietka.jpg
,,,,,,Pośrednik,,,,
